Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2023/1/3,2330,2317,2454,2308,2303,3711,2382,3008,2395,2357,3034,2327,3037,4938,6415,2408,2301,8046,2379,6669
2023/1/4,2330,2317,2454,2308,2303,3711,2382,3008,2395,2357,3034,2327,3037,4938,6415,2408,2301,8046,2379,6669
2023/1/5,2330,2317,2454,2308,2303,3711,2382,3008,2395,2357,3034,2327,3037,4938,6415,2408,2301,8046,2379,6669
2023/1/6,2330,2317,2454,2308,2303,3711,2382,3008,2395,2357,3034,2327,3037,4938,6415,2408,2301,8046,2379,6669
2023/1/9,2330,2317,2454,2308,2303,3711,2382,3008,2395,2357,3034,2327,3037,4938,6415,2408,2301,8046,2379,6669
2023/1/10,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2357,2327,3037,4938,6415,2408,2301,8046,2379,6669
2023/1/11,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2357,2327,3037,4938,6415,2408,2301,8046,2379,6669
2023/1/12,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2357,2327,3037,4938,6415,2408,2301,2379,8046,6669
2023/1/13,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2357,2327,3037,4938,6415,2408,2301,2379,8046,6669
2023/1/16,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2357,2327,3037,4938,6415,2408,2301,2379,8046,6669
2023/1/17,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2357,2327,3037,4938,6415,2408,2301,2379,8046,6669
2023/1/30,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2357,2327,3037,4938,6415,2408,2379,2301,8046,6669
2023/1/31,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2357,2327,3037,4938,6415,2408,2379,2301,8046,6669
2023/2/1,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2357,2327,3037,4938,2408,6415,2379,2301,8046,6669
2023/2/2,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2357,2327,3037,4938,2408,6415,2379,2301,8046,6669
2023/2/3,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2357,2327,3037,4938,2408,6415,2379,8046,2301,6669
2023/2/6,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,2357,3037,4938,2408,6415,2379,8046,2301,6669
2023/2/7,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,2357,3037,4938,2408,6415,2379,8046,6669,2301
2023/2/8,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,2357,3037,2408,4938,6415,2379,6669,8046,2301
2023/2/9,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,2357,3037,2408,4938,6415,2379,6669,8046,2301
2023/2/10,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,2357,3037,2408,4938,6415,2379,6669,8046,2301
2023/2/13,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,2357,3037,2408,4938,6415,2379,6669,8046,2301
2023/2/14,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,2357,3037,2408,4938,6415,2379,6669,8046,2301
2023/2/15,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,2357,3037,2408,4938,6415,2379,6669,8046,2301
2023/2/16,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,2357,3037,2408,4938,6415,2379,6669,8046,2301
2023/2/17,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,2357,3037,2408,4938,6415,2379,6669,8046,2301
2023/2/20,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,3037,2357,2408,4938,6415,2379,6669,8046,2301
2023/2/21,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,3037,2357,2408,4938,6415,2379,6669,8046,2301
2023/2/22,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,3037,2357,2408,4938,6415,2379,6669,8046,2301
2023/2/23,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,3037,2357,2408,4938,6415,2379,6669,8046,2301
2023/2/24,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,3037,2357,2408,4938,6415,2379,6669,8046,2301
2023/3/1,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,3037,2357,2408,4938,2379,6415,6669,8046,2301
2023/3/2,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,3037,2357,2408,4938,2379,6415,6669,8046,2301
2023/3/3,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,3037,2357,2408,4938,2379,6415,6669,8046,2301
2023/3/6,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,3037,2357,2408,4938,2379,6415,6669,8046,2301
2023/3/7,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,3037,2357,2408,2379,4938,6415,6669,8046,2301
2023/3/8,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,3037,2357,2408,2379,4938,6669,6415,8046,2301
2023/3/9,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,3037,2357,2408,2379,4938,6669,6415,8046,2301
2023/3/10,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,3037,2357,2408,2379,4938,6669,6415,8046,2301
2023/3/13,2330,2317,2454,2308,2303,3711,2382,3008,2395,3034,2327,3037,2357,2408,2379,6669,4938,6415,8046,2301
