Code,Sector,Name
1101,Basic Materials,台泥         
1102,Basic Materials,亞泥         
1103,Basic Materials,嘉泥         
1104,Basic Materials,環泥         
1108,Basic Materials,幸福         
1109,Basic Materials,信大         
1110,Basic Materials,東泥         
1201,Consumer Defensive,味全         
1203,Consumer Defensive,味王         
1210,Consumer Defensive,大成         
1213,Consumer Defensive,大飲         
1215,Consumer Defensive,卜蜂         
1216,Consumer Defensive,統一         
1217,Consumer Defensive,愛之味       
1218,Consumer Defensive,泰山         
1219,Consumer Defensive,福壽         
1220,Consumer Defensive,台榮         
1225,Consumer Defensive,福懋油       
1227,Consumer Defensive,佳格         
1229,Industrials,聯華         
1231,Consumer Defensive,聯華食       
1232,Consumer Defensive,大統益       
1233,Consumer Defensive,天仁         
1234,Consumer Defensive,黑松         
1235,Consumer Defensive,興泰         
1236,Consumer Defensive,宏亞         
1256,Consumer Defensive,鮮活果汁-KY  
1301,Basic Materials,台塑         
1303,Basic Materials,南亞         
1304,Basic Materials,台聚         
1305,Basic Materials,華夏         
1307,Consumer Cyclical,三芳         
1308,Basic Materials,亞聚         
1309,Basic Materials,台達化       
1310,Basic Materials,台苯         
1312,Basic Materials,國喬         
1313,Basic Materials,聯成         
1314,Basic Materials,中石化       
1315,Consumer Cyclical,達新         
1316,Real Estate,上曜         
1319,Consumer Cyclical,東陽         
1321,Basic Materials,大洋         
1323,Consumer Cyclical,永裕         
1324,Consumer Cyclical,地球         
1325,Consumer Cyclical,_大         
1326,Basic Materials,台化         
1337,Basic Materials,再生-KY      
1338,Consumer Cyclical,廣華-KY      
1339,Consumer Cyclical,昭輝         
1340,Consumer Cyclical,勝悅-KY      
1341,Consumer Cyclical,富林-KY      
1342,Consumer Cyclical,八貫         
1402,Consumer Cyclical,遠東新       
1409,Consumer Cyclical,新纖         
1410,Consumer Cyclical,南染         
1413,Consumer Cyclical,宏洲         
1414,Consumer Cyclical,東和         
1416,Electronic,廣豐         
1417,Consumer Cyclical,嘉裕         
1418,Consumer Cyclical,東華         
1419,Consumer Cyclical,新紡         
1423,Consumer Cyclical,利華         
1432,Consumer Cyclical,大魯閣       
1434,Consumer Cyclical,福懋         
1435,Industrials,中福         
1436,Real Estate,華友聯       
1437,Electronic,勤益控       
1438,Real Estate,三地開發     
1439,Consumer Cyclical,雋揚         
1440,Consumer Cyclical,南紡         
1441,Consumer Cyclical,大東         
1442,Real Estate,名軒         
1443,Consumer Cyclical,立益物流     
1444,Consumer Cyclical,力麗         
1445,Consumer Cyclical,大宇         
1446,Consumer Cyclical,宏和         
1447,Consumer Cyclical,力鵬         
1449,Consumer Cyclical,佳和         
1451,Consumer Cyclical,年興         
1452,Consumer Cyclical,宏益         
1453,Consumer Cyclical,大將         
1454,Consumer Cyclical,台富         
1455,Consumer Cyclical,集盛         
1456,Real Estate,怡華         
1457,Consumer Cyclical,宜進         
1459,Consumer Cyclical,聯發         
1460,Consumer Cyclical,宏遠         
1463,Consumer Cyclical,強盛         
1464,Consumer Cyclical,得力         
1465,Consumer Cyclical,偉全         
1466,Consumer Cyclical,聚隆         
1467,Consumer Cyclical,南緯         
1468,Consumer Cyclical,昶和         
1470,Consumer Cyclical,大統新創     
1471,Electronic,首利         
1472,Consumer Cyclical,三洋實業     
1473,Consumer Cyclical,台南         
1474,Consumer Cyclical,弘裕         
1475,Consumer Cyclical,業旺         
1476,Consumer Cyclical,儒鴻         
1477,Consumer Cyclical,聚陽         
1503,Industrials,士電         
1504,Industrials,東元         
1506,Consumer Cyclical,正道         
1512,Consumer Cyclical,瑞利         
1513,Industrials,中興電       
1514,Industrials,亞力         
1515,Industrials,力山         
1516,Energy,川飛         
1517,Industrials,利奇         
1519,Industrials,華城         
1521,Consumer Cyclical,大億         
1522,Consumer Cyclical,堤維西       
1524,Consumer Cyclical,耿鼎         
1525,Consumer Cyclical,江申         
1526,Consumer Cyclical,日馳         
1527,Industrials,鑽全         
1528,Industrials,恩德         
1529,Industrials,樂事綠能     
1530,Industrials,亞崴         
1531,Industrials,高林股       
1532,Industrials,勤美         
1533,Consumer Cyclical,車王電       
1535,Industrials,中宇         
1536,Consumer Cyclical,和大         
1537,Industrials,廣隆         
1538,Industrials,正峰         
1539,Industrials,巨庭         
1540,Industrials,喬福         
1541,Industrials,錩泰         
1558,Consumer Cyclical,伸興         
1560,Industrials,中砂         
1568,Consumer Cyclical,倉佑         
1582,Electronic,信錦         
1583,Industrials,程泰         
1587,Consumer Cyclical,吉茂         
1589,Industrials,永冠-KY      
1590,Industrials,亞德客-KY    
1597,Industrials,直得         
1598,Consumer Cyclical,岱宇         
1603,Electronic,華電         
1604,Consumer Cyclical,聲寶         
1605,Industrials,華新         
1608,Industrials,華榮         
1609,Industrials,大亞         
1611,Consumer Cyclical,中電         
1612,Industrials,宏泰         
1614,Consumer Cyclical,三洋電       
1615,Industrials,大山         
1616,Industrials,億泰         
1617,Electronic,榮星         
1618,Electronic,合機         
1626,Consumer Cyclical,艾美特-KY    
1701,Healthcare,中化         
1702,Consumer Defensive,南僑         
1707,Healthcare,葡萄王       
1708,Basic Materials,東鹼         
1709,Basic Materials,和益         
1710,Basic Materials,東聯         
1711,Basic Materials,永光         
1712,Basic Materials,興農         
1713,Basic Materials,國化         
1714,Basic Materials,和桐         
1717,Basic Materials,長興         
1718,Basic Materials,中纖         
1720,Healthcare,生達         
1721,Basic Materials,三晃         
1722,Basic Materials,台肥         
1723,Basic Materials,中碳         
1725,Basic Materials,元禎         
1726,Basic Materials,永記         
1727,Basic Materials,中華化       
1730,Consumer Defensive,花仙子       
1731,Healthcare,美吾華       
1732,Consumer Defensive,毛寶         
1733,Healthcare,五鼎         
1734,Healthcare,杏輝         
1735,Basic Materials,日勝化       
1736,Consumer Cyclical,喬山         
1737,Consumer Defensive,臺鹽         
1752,Healthcare,南光         
1760,Healthcare,寶齡富錦     
1762,Healthcare,中化生       
1773,Basic Materials,勝一         
1776,Basic Materials,展宇         
1783,Healthcare,和康生       
1786,Healthcare,科妍         
1789,Healthcare,神隆         
1795,Healthcare,美時         
1802,Basic Materials,台玻         
1805,Industrials,寶徠         
1806,Industrials,冠軍         
1808,Real Estate,潤隆         
1809,Industrials,中釉         
1810,Consumer Cyclical,和成         
1817,Consumer Defensive,凱撒衛       
1903,Consumer Defensive,士紙         
1904,Basic Materials,正隆         
1905,Basic Materials,華紙         
1906,Basic Materials,寶隆         
1907,Basic Materials,永豐餘       
1909,Basic Materials,榮成         
2002,Basic Materials,中鋼         
2006,Basic Materials,東和鋼鐵     
2007,Basic Materials,燁興         
2008,Basic Materials,高興昌       
2009,Basic Materials,第一銅       
2010,Basic Materials,春源         
2012,Basic Materials,春雨         
2013,Basic Materials,中鋼構       
2014,Basic Materials,中鴻         
2015,Basic Materials,豐興         
2017,Basic Materials,官田鋼       
2020,Basic Materials,美亞         
2022,Industrials,聚亨         
2023,Basic Materials,燁輝         
2024,Basic Materials,志聯         
2025,Basic Materials,千興         
2027,Basic Materials,大成鋼       
2028,Basic Materials,威致         
2029,Basic Materials,盛餘         
2030,Basic Materials,彰源         
2031,Basic Materials,新光鋼       
2032,Basic Materials,新鋼         
2033,Basic Materials,佳大         
2034,Basic Materials,允強         
2038,Basic Materials,海光         
2049,Industrials,上銀         
2059,Consumer Cyclical,川湖         
2062,Industrials,橋椿         
2069,Basic Materials,運錩         
2101,Consumer Cyclical,南港         
2102,Consumer Cyclical,泰豐         
2103,Basic Materials,台橡         
2104,Basic Materials,國際中橡     
2105,Consumer Cyclical,正新         
2106,Consumer Cyclical,建大         
2107,Basic Materials,厚生         
2108,Basic Materials,南帝         
2109,Consumer Cyclical,華豐         
2114,Consumer Cyclical,鑫永銓       
2115,Consumer Cyclical,六暉-KY      
2201,Consumer Cyclical,裕隆         
2204,Consumer Cyclical,中華         
2206,Consumer Cyclical,三陽工業     
2207,Consumer Cyclical,和泰車       
2208,Industrials,台船         
2211,Industrials,長榮鋼       
2227,Consumer Cyclical,裕日車       
2228,Consumer Cyclical,劍麟         
2231,Consumer Cyclical,為升         
2233,Industrials,宇隆         
2236,Industrials,百達-KY      
2239,Consumer Cyclical,英利-KY      
2241,Consumer Cyclical,艾姆勒       
2243,Consumer Cyclical,宏旭-KY      
2247,Consumer Cyclical,汎德永業     
2250,Industrials,IKKA-KY      
2301,Electronic,光寶科       
2302,Electronic,麗正         
2303,Electronic,聯電         
2305,Electronic,全友         
2308,Electronic,台達電       
2312,Electronic,金寶         
2313,Electronic,華通         
2314,Electronic,台揚         
2316,Electronic,楠梓電       
2317,Electronic,鴻海         
2321,Electronic,東訊         
2323,Electronic,中環         
2324,Electronic,仁寶         
2327,Electronic,國巨         
2328,Electronic,廣宇         
2329,Electronic,華泰         
2330,Electronic,台積電       
2331,Electronic,精英         
2332,Electronic,友訊         
2337,Electronic,旺宏         
2338,Electronic,光罩         
2340,Electronic,台亞         
2342,Electronic,茂矽         
2344,Electronic,華邦電       
2345,Electronic,智邦         
2347,Electronic,聯強         
2348,Real Estate,海悅         
2349,Electronic,錸德         
2351,Electronic,順德         
2352,Electronic,佳世達       
2353,Electronic,宏_         
2354,Electronic,鴻準         
2355,Electronic,敬鵬         
2356,Electronic,英業達       
2357,Electronic,華碩         
2358,Basic Materials,廷鑫         
2359,Electronic,所羅門       
2360,Electronic,致茂         
2362,Electronic,藍天         
2363,Electronic,矽統         
2364,Electronic,倫飛         
2365,Electronic,昆盈         
2367,Electronic,燿華         
2368,Electronic,金像電       
2369,Electronic,菱生         
2371,Industrials,大同         
2373,Industrials,震旦行       
2374,Electronic,佳能         
2375,Electronic,凱美         
2376,Electronic,技嘉         
2377,Electronic,微星         
2379,Electronic,瑞昱         
2380,Electronic,虹光         
2382,Electronic,廣達         
2383,Electronic,台光電       
2385,Electronic,群光         
2387,Electronic,精元         
2388,Electronic,威盛         
2390,Industrials,云辰         
2392,Electronic,正崴         
2393,Electronic,億光         
2395,Electronic,研華         
2397,Electronic,友通         
2399,Electronic,映泰         
2401,Electronic,凌陽         
2402,Electronic,毅嘉         
2404,Industrials,漢唐         
2405,Electronic,輔信         
2406,Electronic,國碩         
2408,Electronic,南亞科       
2409,Electronic,友達         
2412,Communication Services,中華電       
2413,Electronic,環科         
2414,Electronic,精技         
2415,Industrials,錩新         
2417,Electronic,圓剛         
2419,Electronic,仲琦         
2420,Industrials,新巨         
2421,Industrials,建準         
2423,Electronic,固緯         
2424,Electronic,隴華         
2425,Electronic,承啟         
2426,Electronic,鼎元         
2427,Industrials,三商電       
2428,Electronic,興勤         
2429,Electronic,銘旺科       
2430,Consumer Cyclical,燦坤         
2431,Electronic,聯昌         
2433,Industrials,互盛電       
2434,Electronic,統懋         
2436,Electronic,偉詮電       
